B1265,Servo Motor Coolair Bypass Circuit  Failure
B1266,Servo Motor Airintake Left Circuit Failure
B1267,Servo Motor Airintake Right Circuit Failure
B1268,Servo Motor Potentiometer Defrost Circuit Failure
B1269,Servo Motor Potentiometer Defrost Circuit Open
B1270,Servo Motor Potentiometer Defrost Circuit Short To Battery
B1271,Servo Motor Potentiometer Defrost Circuit Short To Ground
B1272,Servo Motor Potentiometer Vent Circuit Failure
B1273,Servo Motor Potentiometer Vent Circuit Open
B1274,Servo Motor Potentiometer Vent Circuit Short To Battery
B1275,Servo Motor Potentiometer Vent Circuit Short To Ground
B1276,Servo Motor Potentiometer Foot Circuit Failure
B1277,Servo Motor Potentiometer Foot Circuit Open
B1278,Servo Motor Potentiometer Foot Circuit Short To Battery
B1279,Servo Motor Potentiometer Foot Circuit Short To Ground
B1280,Servo Motor Potentiometer Coolair Circuit Failure
B1281,Servo Motor Potentiometer Coolair Circuit Open
B1282,Servo Motor Potentiometer Coolair Circuit Short To Battery
B1283,Servo Motor Potentiometer Coolair Circuit Short To Ground
B1284,Servo Motor Potentiometer Airintake Left Circuit Failure
B1285,Servo Motor Potentiometer Airintake Left Circuit Open
B1286,Servo Motor Potentiometer Airintake Left Circuit Short To Battery
B1287,Servo Motor Potentiometer Airintake Left Circuit Short To Ground
B1288,Servo Motor Potentiometer Airintake Right Circuit Failure
B1289,Servo Motor Potentiometer Airintake Right Circuit Open
B1290,Servo Motor Potentiometer Airintake Right Circuit Short To Battery
B1291,Servo Motor Potentiometer Airintake Right Circuit Short To Ground
B1292,Battery Power Relay Circuit Failure
B1293,Battery Power Relay Circuit Open
B1294,Battery Power Relay Circuit Short To Battery
B1295,Battery Power Relay Circuit Short To Ground
B1296,Power Supply Sensor Circuit Failure
B1297,Power Supply Sensor Circuit Open
B1298,Power Supply Sensor Circuit Short To Battery
B1299,Power Supply Sensor Circuit Short To Ground
B1300,Power Door Lock Circuit Failure
B1301,Power Door Lock Circuit Open
B1302,Accessory Delay Relay Coil Circuit Failure
B1303,Accessory Delay Relay Coil Circuit Open
B1304,Accessory Delay Relay Coil Circuit Short To Battery
B1305,Accessory Delay Relay Coil Circuit Short To Ground
B1306,Oil Level Switch Circuit Open
B1307,Oil Level Switch Circuit Short To Battery
B1308,Oil Level Switch Circuit Short To Ground
B1309,Power Door Lock Circuit Short To Ground
B1310,Power Door Unlock Circuit Failure
B1311,Power Door Unlock Circuit Open
B1312,Lamp Headlamp Input Circuit Short To Battery
B1313,Battery Saver Relay Coil Circuit Failure
B1314,Battery Saver Relay Coil Circuit Open
B1315,Battery Saver Relay Coil Circuit Short To Battery
B1316,Battery Saver Relay Coil Circuit Short To Ground
B1317,Battery Voltage High
B1318,Battery Voltage Low
B1319,Driver Door Ajar Circuit Failure
B1320,Driver Door Ajar Circuit Open
B1321,Driver Door Ajar Circuit Short To Battery
B1322,Driver Door Ajar Circuit Short To Ground
B1323,Door Ajar Lamp Circuit Failure
B1324,Door Ajar Lamp Circuit Open
B1325,Door Ajar Lamp Circuit Short To Battery
B1326,Door Ajar Lamp Circuit Short To Ground
B1327,Passenger Door Ajar Circuit Failure
B1328,Passenger Door Ajar Circuit Open
B1329,Passenger Door Ajar Circuit Short To Battery
B1330,Passenger Door Ajar Circuit Short To Ground
B1331,Decklid Ajar Rear Door Circuit Failure
B1332,Decklid Ajar Rear Door Circuit Open
B1333,Decklid Ajar Rear Door Circuit Short To Battery
B1334,Decklid Ajar Rear Door Circuit Short To Ground
B1335,Door Ajar RR Circuit Failure
B1336,Door Ajar RR Circuit Open
B1337,Door Ajar RR Circuit Short To Battery
B1338,Door Ajar RR Circuit Short To Ground
B1339,Chime Input Request Circuit Short To Battery
B1340,Chime Input Request Circuit Short To Ground
B1341,Power Door Unlock Circuit Short To Ground
B1342,ECU Is Defective
B1343,Heated Backlite Input Circuit Failure
B1344,Heated Backlite Input Circuit Open
B1345,Heated Backlite Input Circuit Short To Ground
B1346,Heated Backlite Input Circuit Short To Battery
B1347,Heated Backlite Relay Circuit Failure
B1348,Heated Backlite Relay Circuit Open
B1349,Heated Backlite Relay Short To Battery
B1350,Heated Backlite Relay Short To Ground
B1351,Ignition Key-In Circuit Short To Battery
B1352,Ignition Key-In Circuit Failure
B1353,Ignition Key-In Circuit Open
B1354,Ignition Key-In Circuit Short To Ground
B1355,Ignition Run Circuit Failure
B1356,Ignition Run Circuit Open
B1357,Ignition Run Circuit Short To Battery
B1358,Ignition Run Circuit Short To Ground
B1359,Ignition Run/Acc Circuit Failure
B1360,Ignition Run/Acc Circuit Open
B1361,Ignition Run/Acc Circuit Short To Battery
B1362,Ignition Run/Acc Circuit Short To Ground
B1363,Ignition Start Circuit Failure
B1364,Ignition Start Circuit Open
B1365,Ignition Start Circuit Short To Battery
B1366,Ignition Start Circuit Short To Ground
B1367,Ignition Tach Circuit Failure
B1368,Ignition Tach Circuit Open
B1369,Ignition Tach Circuit Short To Battery
B1370,Ignition Tach Circuit Short To Ground
B1371,Illuminated Entry Relay Circuit Failure
B1372,Illuminated Entry Relay Circuit Open
B1373,Illuminated Entry Relay Short To Battery
B1374,Illuminated Entry Relay Short To Ground
B1375,Oil Change Lamp Circuit Open
B1376,Oil Change Lamp Circuit Short To Battery
B1377,Oil Change Lamp Circuit Failure
B1378,Oil Change Lamp Circuit Short To Ground
B1379,Oil Change Reset Button Circuit Short To Ground
B1380,Oil Change Reset Button Circuit Failure
B1381,Oil Change Reset Button Circuit Open
B1382,Oil Change Reset Button Circuit Short To Battery
B1383,Oil Level Lamp Circuit Short To Battery
B1384,Oil Level Lamp Circuit Failure
B1385,Oil Level Lamp Circuit Open
B1386,Oil Level Lamp Circuit Short To Ground
B1387,Oil Temperature Sensor Circuit Open
B1388,Oil Temperature Sensor Circuit Short To Battery
B1389,Oil Temperature Sensor Circuit Failure
B1390,Oil Temperature Sensor Circuit Short To Ground
B1391,Oil Level Switch Circuit Failure
B1392,Power Door Memory Lock Relay Circuit Failure
B1393,Power Door Memory Lock Relay Circuit Open
B1394,Power Door Memory Lock Relay Circuit Short To Battery
B1395,Power Door Memory Lock Relay Circuit Short To Ground
B1396,Power Door Lock Circuit Short To Battery
B1397,Power Door Unlock Circuit Short To Battery
B1398,Driver Power Window One Touch Window Relay Circuit Failure
B1399,Driver Power Window One Touch Window Relay Circuit Open
B1400,Driver Power Window One Touch Window Relay Circuit Short To Battery
B1401,Driver Power Window One Touch Window Relay Circuit Short To Ground
B1402,Driver Power Window Down Switch Circuit Failure
B1403,Driver Power Window Up Switch Circuit Failure
B1404,Driver Power Window Down Circuit Open
B1405,Driver Power Window Down Circuit Short To Battery
B1406,Driver Power Window Down Circuit Short To Ground
B1407,Driver Power Window Up Circuit Open
B1408,Driver Power Window Up Circuit Short To Battery
B1409,Driver Power Window Up Circuit Short To Ground
B1410,Driver Power Window Motor Circuit Failure
B1411,Driver Power Window Motor Circuit Open
B1412,Driver Power Window Motor Circuit Short To Battery
B1413,Driver Power Window Motor Circuit Short To Ground
B1414,Power Window LR Motor Circuit Failure
B1415,Power Window LR Motor Circuit Open
B1416,Power Window LR Motor Circuit Short To Battery
B1417,Power Window LR Motor Circuit Short To Ground
B1418,Passenger Power Window Motor Circuit Failure
B1419,Passenger Power Window Motor Circuit Open
B1420,Passenger Power Window Motor Circuit Short To Battery
B1421,Passenger Power Window Motor Circuit Short To Ground
B1422,Power Window RR Motor Circuit Failure
B1423,Power Window RR Motor Circuit Open
B1424,Power Window RR Motor Circuit Short To Battery
B1425,Power Window RR Motor Circuit Short To Ground
B1426,Lamp Seat Belt Circuit Short To Battery
B1427,Lamp Seat Belt Circuit Open
B1428,Lamp Seat Belt Circuit Failure
B1429,Lamp Seat Belt Circuit Short To Ground
B1430,Seat Belt Switch Circuit Short To Ground
B1431,Wiper Brake/Run Relay Circuit Failure
B1432,Wiper Brake/Run Relay Circuit Short To Battery
B1433,Wiper Brake/Run Relay Circuit Short To Ground
B1434,Wiper Hi/Low Speed Relay Coil Circuit Failure
B1435,Wiper Hi/Low Speed Relay Coil Circuit Open
B1436,Wiper Hi/Low Speed Relay Coil Circuit Short To Battery
B1437,Wiper Hi/Low Speed Relay Coil Circuit Short To Ground
B1438,Wiper Mode Select Switch Circuit Failure
B1439,Wiper Mode Select Switch Circuit Open
B1440,Wiper Mode Select Switch Circuit Short To Battery
B1441,Wiper Mode Select Switch Circuit Short To Ground
B1442,Door Handle Switch Circuit Failure
B1443,Door Handle Switch Circuit Open
B1444,Door Handle Switch Circuit Short To Battery
B1445,Door Handle Switch Circuit Short To Ground
B1446,Wiper Park Sense Circuit Failure
B1447,Wiper Park Sense Circuit Open
B1448,Wiper Park Sense Circuit Short To Battery
B1449,Wiper Park Sense Circuit Short To Ground
B1450,Wiper Wash/Delay Switch Circuit Failure
B1451,Wiper Wash/Delay Switch Circuit Open
B1452,Wiper Wash/Delay Switch Circuit Short To Battery
B1453,Wiper Wash/Delay Switch Circuit Short To Ground
B1454,Wiper Washer Fluid Lamp Circuit Failure
B1455,Wiper Washer Fluid Lamp Circuit Open
B1456,Wiper Washer Fluid Lamp Circuit Short To Battery
B1457,Wiper Washer Fluid Lamp Circuit Short To Ground
B1458,Wiper Washer Pump Motor Relay Circuit Failure
B1459,Wiper Washer Pump Motor Relay Coil Circuit Open
B1460,Wiper Washer Pump Motor Relay Coil Circuit Short To Battery
B1461,Wiper Washer Pump Motor Relay Coil Circuit Short To Ground
B1462,Seat Belt Switch Circuit Failure
B1463,Seat Belt Switch Circuit Open
B1464,Seat Belt Switch Circuit Short To Battery
B1465,Wiper Brake/Run Relay Circuit Open
B1466,Wiper Hi/Low Speed Not Switching
B1467,Wiper Hi/Low Speed Circuit Motor Short To Battery
B1468,Chime Input Request Circuit Failure
B1469,Chime Input Request Circuit Open
B1470,Lamp Headlamp Input Circuit Failure
B1471,Lamp Headlamp Input Circuit Open
B1472,Lamp Headlamp Input Circuit Short To Ground
B1473,Wiper Low Speed Circuit Motor Failure
B1474,Battery Saver Power Relay Circuit Short To Battery
B1475,Accessory Delay Relay Contact Short To Battery
B1476,Wiper High Speed Circuit Motor Failure
B1477,Wiper Hi/Low Circuit Motor Short To Ground
B1478,Power Window One Touch Up/Down Activated Simultaneously
B1479,Wiper Washer Fluid Level Sensor Circuit Failure
B1480,Wiper Washer Fluid Level Sensor Circuit Open
B1481,Wiper Washer Fluid Level Sensor Circuit Short To Battery
B1482,Wiper Washer Fluid Level Sensor Circuit Short To Ground
B1483,Brake Pedal Input Circuit Failure
B1484,Brake Pedal Input Open Circuit
B1485,Brake Pedal Input Circuit Battery Short
B1486,Brake Pedal Input Circuit Ground Short
B1487,Door Handle Right Front Circuit Failure
B1488,Door Handle Right Front Circuit Open
B1489,Door Handle Right Front Short To Battery
B1490,Door Handle Right Front Short To Ground
B1491,Ignition Cylinder Sensor Circuit Failure
B1492,Ignition Cylinder Sensor Open Circuit
B1493,Ignition Cylinder Sensor Battery Short
B1494,Ignition Cylinder Sensor Ground Short
B1495,Decklid Punch-Out Sensor Circuit Failure
B1496,Decklid Punch-Out Sensor Open Circuit
B1497,Decklid Punch-Out Sensor Battery Short
B1498,Decklid Punch-Out Sensor Ground Short
B1499,Lamp Turn Signal Left Circuit Failure
B1500,Lamp Turn Signal Left Circuit Open
B1501,Lamp Turn Signal Left Circuit Short To Battery
B1502,Lamp Turn Signal Left Circuit Short To Ground
B1503,Lamp Turn Signal Right Circuit Failure
B1504,Lamp Turn Signal Right Circuit Open
B1505,Lamp Turn Signal Right Circuit Short To Battery
B1506,Lamp Turn Signal Right Circuit Short To Ground
B1507,Flash To Pass Switch Circuit Failure
B1508,Flash To Pass Switch Circuit Open
B1509,Flash To Pass Switch Circuit Short To Battery
B1510,Flash To Pass Switch Circuit Short To Ground
B1511,Driver Door Handle  Circuit Failure
B1512,Driver Door Handle  Circuit Open
B1513,Driver Door Handle  Circuit Short To Battery
B1514,Driver Door Handle  Circuit Short To Ground
B1515,Seat Driver Occupied Switch Circuit Failure
B1516,Seat Driver Occupied Switch Circuit Open
B1517,Seat Driver Occupied Switch Circuit Short To Battery
B1518,Seat Driver Occupied Switch Circuit Short To Ground
B1519,Hood Switch Circuit Failure
B1520,Hood Switch Circuit Open
B1521,Hood Switch Circuit Short To Battery
B1522,Hood Switch Circuit Short To Ground
B1523,Keyless Entry Circuit Failure
B1524,Keyless Entry Circuit Open
B1525,Keyless Entry Circuit Short To Battery
B1526,Keyless Entry Circuit Short To Ground
B1527,Memory Set Switch Circuit Failure
B1528,Memory Set Switch Circuit Open
B1529,Memory Set Switch Circuit Short To Battery
B1530,Memory Set Switch Circuit Short To Ground
B1531,Memory 1 Switch Circuit Failure
B1532,Memory 1 Switch Circuit Open
B1533,Memory 1 Switch Circuit Short To Battery
B1534,Memory 1 Switch Circuit Short To Ground
B1535,Memory 2 Switch Circuit Failure
B1536,Memory 2 Switch Circuit Open
B1537,Memory 2 Switch Circuit Short To Battery
B1538,Memory 2 Switch Circuit Short To Ground
B1539,Mirror Driver Switch Assembly Circuit Failure
B1540,Mirror Driver Switch Assembly Circuit Open
B1541,Mirror Driver Switch Assembly Circuit Short To Battery
B1542,Mirror Driver Switch Assembly Circuit Short To Ground
B1543,Seat Direction Switch Assembly Circuit Failure
B1544,Seat Direction Switch Assembly Circuit Open
B1545,Seat Direction Switch Assembly Circuit Short To Battery
B1546,Seat Direction Switch Assembly Circuit Short To Ground
B1547,Power Window Master Circuit Failure
B1548,Power Window Master Circuit Open
B1549,Power Window Master Circuit Short To Battery
B1550,Power Window Master Circuit Short To Ground
B1551,Decklid Release Circuit Failure
B1552,Decklid Release Circuit Open
B1553,Decklid Release Circuit Short To Battery
B1554,Decklid Release Circuit Short To Ground
B1555,Ignition Run/Start Circuit Failure
B1556,Ignition Run/Start Circuit Open
B1557,Ignition Run/Start Circuit Short To Battery
B1558,Ignition Run/Start Circuit Short To Ground
B1559,Door Lock Cylinder Circuit Failure
B1560,Door Lock Cylinder Circuit Open
B1561,Door Lock Cylinder Circuit Short To Battery
B1562,Door Lock Cylinder Circuit Short To Ground
B1563,Door Ajar Circuit Failure
B1564,Door Ajar Circuit Open
B1565,Door Ajar Circuit Short To Battery
B1566,Door Ajar Circuit Short To Ground
B1567,Lamp Headlamp High-Beam Circuit Failure
B1568,Lamp Headlamp High-Beam Circuit Open
B1569,Lamp Headlamp High-Beam Circuit Short To Battery
B1570,Lamp Headlamp High-Beam Circuit Short To Ground
B1571,Door Ajar LR Circuit Failure
B1572,Door Ajar LR Circuit Open
B1573,Door Ajar LR Circuit  Short To Battery
B1574,Door Ajar LR Circuit Short To Ground
B1575,Lamp Park Input Circuit Failure
B1576,Lamp Park Input Circuit Open
B1577,Lamp Park Input Circuit Short To Battery
B1578,Lamp Park Input Circuit Short To Ground
B1579,Dim Panel Increase Input Circuit Failure
B1580,Dim Panel Increase Input Circuit Open
B1581,Dim Panel Increase Input Circuit Short To Battery
B1582,Dim Panel Increase Input Circuit Short To Ground
B1583,Dim Panel Decrease Input Circuit Failure
B1584,Dim Panel Decrease Input Circuit Open
B1585,Dim Panel Decrease Input Circuit Short To Battery
B1586,Dim Panel Decrease Input Circuit Short To Ground
B1587,Autolamp Delay Increase Circuit Failure
B1588,Autolamp Delay Increase Circuit Open
B1589,Autolamp Delay Increase Circuit Short To Battery
B1590,Autolamp Delay Increase Circuit Short To Ground
B1591,Autolamp Delay Decrease Circuit Failure
B1592,Autolamp Delay Decrease Circuit Open
B1593,Autolamp Delay Decrease Circuit Short To Battery
B1594,Autolamp Delay Decrease Circuit Short To Ground
B1595,Ignition Switch Illegal Input Code
B1596,Service Continuous Codes
B1597,Driver's Seat Seatback Autoglide Forward Switch Circuit Short to Ground
B1598,Driver's Seat Seatback Autoglide Rearward Switch Circuit Short to Ground
B1599,Passenger's Seatback Autoglide Forward Switch Circuit Short to Ground
B1600,PATS Ignition Key Transponder Signal Is Not Received
B1601,PATS Received Incorrect Key-Code From Ignition Key Transponder
B1602,PATS Received Invalid Format Of Key-Code From Ignition Key Transponder
B1603,Lamp Anti-Theft Indicator Circuit Failure
B1604,Lamp Anti-Theft Indicator Circuit Open
B1605,Lamp Anti-Theft Indicator Circuit Short To Battery
B1606,Lamp Anti-Theft Indicator Circuit Short To Ground
B1607,Illuminated Entry Input Circuit Failure
B1608,Illuminated Entry Input Open Circuit
B1609,Illuminated Entry Input Short Circuit To Battery
B1610,Illuminated Entry Input Short Circuit To Ground
B1611,Wiper Rear Mode Select Switch Circuit Failure
B1612,Wiper Rear Mode Select Switch Circuit Open
B1613,Wiper Rear Mode Select Switch Circuit Short To Battery
B1614,Wiper Rear Mode Select Switch Circuit Short To Ground
B1615,Wiper Rear Disable Switch Circuit Failure
B1616,Wiper Rear Disable Switch Circuit Open
B1617,Wiper Rear Disable Switch Circuit Short To Battery
B1618,Wiper Rear Disable Switch Circuit Short To Ground
B1619,Wiper Rear Low Limit Input Circuit Failure
B1620,Wiper Rear Low Limit Input Circuit Open
B1621,Wiper Rear Low Limit Input Circuit Short To Battery
B1622,Wiper Rear Low Limit Input Circuit Short To Ground
B1623,Lamp Keypad Output Circuit Failure
B1624,Lamp Keypad Output Open Circuit
B1625,Lamp Keypad Output Short Circuit To Battery
B1626,Lamp Keypad Output Short Circuit To Ground
B1627,PRNDL Reverse Input Circuit Failure
B1628,PRNDL Reverse Input Open Circuit
B1629,PRNDL Reverse Input Short To Battery
B1630,PRNDL Reverse Input Short Circuit To Ground
B1631,Mirror Driver Left Circuit Failure
B1632,Mirror Driver Left Circuit Open
B1633,Mirror Driver Left Circuit Short To Battery
B1634,Mirror Driver Left Circuit Short To Ground
B1635,Mirror Driver Right Circuit Failure
B1636,Mirror Driver Right Circuit Open
B1637,Mirror Driver Right Circuit Short To Battery
B1638,Mirror Driver Right Short To Ground
B1639,Mirror Passenger Left Circuit Failure
B1640,Mirror Passenger Left Circuit Open
B1641,Mirror Passenger Left Circuit Short To Battery
B1642,Mirror Passenger Left Circuit Short To Ground
B1643,Mirror Passenger Right Circuit Failure
B1644,Mirror Passenger Right Circuit Open
B1645,Mirror Passenger Right Circuit Short To Battery
B1646,Mirror Passenger Right Circuit Short To Ground
B1647,Seat Driver Recline Forward Circuit Failure
B1648,Seat Driver Recline Forward Circuit Open
B1649,Seat Driver Recline Forward Circuit Short To Battery
B1650,Seat Driver Recline Forward Circuit Short To Ground
B1651,Seat Driver Recline Backward Circuit Failure
B1652,Seat Driver Recline Backward Circuit Open
B1653,Seat Driver Recline Backward Circuit Short To Battery
B1654,Seat Driver Recline Backward Circuit Short To Ground
B1655,Seat Driver Rear Up  Circuit Failure
B1656,Seat Driver Rear Up Circuit Open
B1657,Seat Driver Rear Up Circuit Short To Battery
B1658,Seat Driver Rear Up Circuit Short To Ground
B1659,Seat Driver Front Up Circuit Failure
B1660,Seat Driver Front Up Circuit Open
B1661,Seat Driver Front Up Circuit Short To Battery
B1662,Seat Driver Front Up Circuit Short To Ground
B1663,Seat Driver Front Up/Down Motor Stalled
B1664,Seat Driver Rear Up/Down Motor Stalled
B1665,Seat Driver Forward/Backward Motor Stalled
B1666,Seat Driver Recline Motor Stalled
B1667,Mirror Driver Up/Down Motor Stalled
B1668,Mirror Driver Right/Left Motor Stalled
B1669,Mirror Passenger Up/Down Motor Stalled
B1670,Mirror Passenger Right/Left Motor Stalled
B1671,Battery Module Voltage Out Of Range
B1672,Seat Driver Occupied Input Circuit Failure
B1673,Seat Driver Occupied Input Circuit Open
B1674,Seat Driver Occupied Input Circuit Short To Battery
B1675,Seat Driver Occupied Input Circuit Short To Ground
B1676,Battery Pack Voltage Out Of Range
B1677,Alarm Panic Input Circuit Failure
B1678,Alarm Panic Input Circuit Open
B1679,Alarm Panic Input Circuit Short To Battery
B1680,Alarm Panic Input Circuit Short To Ground
B1681,PATS Transceiver Module Signal Is Not Received
B1682,PATS Is Disabled (Check Link Between PATS And Transponder)
B1683,Mirror Driver/Passenger Switch Circuit Failure
B1684,Mirror Driver/Passenger Switch Circuit Open
B1685,Lamp Dome Input Circuit Failure
B1686,Lamp Dome Input Circuit Open
B1687,Lamp Dome Input Circuit Short To Battery
B1688,Lamp Dome Input Circuit Short To Ground
B1689,Autolamp Delay Circuit Failure
B1690,Autolamp Delay Circuit Open
B1691,Autolamp Delay Circuit Short To Battery
B1692,Autolamp Delay Circuit Short To Ground
B1693,Autolamp On Circuit Failure
B1694,Autolamp On Circuit Open
B1695,Autolamp On Circuit Short To Battery
B1696,Autolamp On Circuit Short To Ground
B1697,Mirror Driver/Passenger Switch Circuit Short To Battery
B1698,Mirror Driver/Passenger Switch Circuit Short To Ground
B1699,Passenger's Seat Occupied Switch Circuit Short to Ground
B1700,Passenger's Seatbelt Tension Reducer Circuit Short to Ground
B1701,Seat Driver Recline Forward Switch Circuit Failure
B1702,Seat Driver Recline Forward Switch Circuit Open
B1703,Seat Driver Recline Forward Switch Circuit Short To Battery
B1704,Seat Driver Recline Forward Switch Circuit Short To Ground
B1705,Seat Driver Recline Rearward Switch Circuit Failure
B1706,Seat Driver Recline Rearward Switch Circuit Open
B1707,Seat Driver Recline Rearward Switch Circuit Short To Battery
B1708,Seat Driver Recline Rearward Switch Circuit Short To Ground
B1709,Seat Driver Front Up Switch Circuit Failure
B1710,Seat Driver Front Up Switch Circuit Open
B1711,Seat Driver Front Up Switch Circuit Short To Battery
B1712,Seat Driver Front Up Switch Circuit Short To Ground
B1713,Seat Driver Front Down Switch Circuit Failure
B1714,Seat Driver Front Down Switch Circuit Open
B1715,Seat Driver Front Down Switch Circuit Short To Battery
B1716,Seat Driver Front Down Switch Circuit Short To Ground
B1717,Seat Driver Forward Switch Circuit Failure
B1718,Seat Driver Forward Switch Circuit Open
B1719,Seat Driver Forward Switch Circuit Short To Battery
B1720,Seat Driver Forward Switch Circuit Short To Ground
B1721,Seat Driver Rearward Switch Circuit Failure
B1722,Seat Driver Rearward Switch Circuit Open
B1723,Seat Driver Rearward Switch Circuit Short To Battery
B1724,Seat Driver Rearward Switch Circuit Short To Ground
B1725,Seat Driver Rear Up Switch Circuit Failure
B1726,Seat Driver Rear Up Switch Circuit Open
B1727,Seat Driver Rear Up Switch Circuit Short To Battery
B1728,Seat Driver Rear Up Switch Circuit Short To Ground
B1729,Seat Driver Rear Down Switch Circuit Failure
B1730,Seat Driver Rear Down Switch Circuit Open
B1731,Seat Driver Rear Down Switch Circuit Short To Battery
B1732,Seat Driver Rear Down Switch Circuit Short To Ground
B1733,Mirror Driver Vertical Switch Circuit Failure
B1734,Mirror Driver Vertical Switch Circuit Open
B1735,Mirror Driver Vertical Switch Circuit Short To Battery
B1736,Mirror Driver Vertical Switch Circuit Short To Ground
B1737,Mirror Driver Horizontal Switch Circuit Failure
B1738,Mirror Driver Horizontal Switch Circuit Open
B1739,Mirror Driver Horizontal Switch Circuit Short To Battery
B1740,Mirror Driver Horizontal Switch Circuit Short To Ground
B1741,Mirror Passenger Vertical Switch Circuit Failure
B1742,Mirror Passenger Vertical Switch Circuit Open
B1743,Mirror Passenger Vertical Switch Circuit Short To Battery
B1744,Mirror Passenger Vertical Switch Circuit Short To Ground
B1745,Mirror Passenger Horizontal Switch Circuit Failure
B1746,Mirror Passenger Horizontal Switch Circuit Open
B1747,Mirror Passenger Horizontal Switch Circuit Short To Battery
B1748,Mirror Passenger Horizontal Switch Circuit Short To Ground
B1749,Park/Neutral Switch Circuit Failure
B1750,Park/Neutral Switch Circuit Open
B1751,Park/Neutral Switch Circuit Short To Battery
B1752,Park/Neutral Switch Circuit Short To Ground
B1753,Hazard Flash Output Circuit Failure
B1754,Hazard Flash Output Circuit Open
B1755,Hazard Flash Output Circuit Short Battery
B1756,Hazard Flash Output Circuit Short To Ground
B1757,Seat Driver Rear Down  Circuit Failure
B1758,Seat Driver Rear Down Circuit Open
B1759,Seat Driver Rear Down Circuit Short To Battery
B1760,Seat Driver Rear Down Circuit Short To Ground
B1761,Seat Driver Front Down  Circuit Failure
B1762,Seat Driver Front Down Circuit Open
B1763,Seat Driver Front Down Circuit Short To Battery
B1764,Seat Driver Front Down Circuit Short To Ground
B1765,Seat Driver Forward Circuit Failure
B1766,Seat Driver Forward Circuit Open
B1767,Seat Driver Forward Circuit Short To Battery
B1768,Seat Driver Forward Circuit Short To Ground
B1769,Seat Driver Backward Circuit Failure
B1770,Seat Driver Backward Circuit Open
B1771,Seat Driver Backward Circuit Short To Battery
B1772,Seat Driver Backward Circuit Short To Ground
B1773,Mirror Driver Up Circuit Failure
B1774,Mirror Driver Up Circuit Open
B1775,Mirror Driver Up Circuit Short To Battery
B1776,Mirror Driver Up Circuit Short To Ground
B1777,Driver's Seatbelt Tension Reducer Circuit Short to Ground
